entity_id,detection_lat,detection_lon,detection_timestamp,detection_ontology,detection_ontology_category,detection_ontology_subcategory,detection_confidence,detection_classification_string,detection_algorithm_name,detection_algorithm_version,detection_polygon,bas_confidence_label,detection_source_image_id,bas_source_vendor,bas_source_product_type,bas_source_sensor_type,bas_source_gsd,bas_source_off_nadir_angle,bas_source_niirs,nai_uuids,ispy_link,junk
069e7f9e-3ef7-47f7-a335-8008887ce955,40.6992258417134,122.55811238993914,2024-01-03T05:12:20Z,Ground Motor Vehicle,Vehicle,Vehicle,0.88847,CUI,_,_,"[{""lat"":40.6987258417134,""lon"":122.55761238993914,""col"":0,""row"":0},{""lat"":40.6987258417134,""lon"":122.55861238993914,""col"":0,""row"":0},{""lat"":40.6997258417134,""lon"":122.55861238993914,""col"":0,""row"":0},{""lat"":40.6997258417134,""lon"":122.55761238993914,""col"":0,""row"":0}]",HIGH,_,SatConst2,_,EO,0.20707,0.56139,0.38458,"[""2f4b4f74-3c29-427e-9bd7-e93dd604ec8e""]",https://images.host.local/prefix/5241afed-8331-4419-8503-948dfc80f7e5,b9b0ee2c-9481-46b2-ab93-1bd70c53f325
ae261886-c360-4f6f-90c7-caa938dec3a3,32.22932238492554,116.96440172441156,2024-01-07T10:54:52Z,Ground Motor Vehicle,Vehicle,Vehicle,0.38622,CUI,_,_,"[{""lat"":32.228822384925536,""lon"":116.96390172441156,""col"":0,""row"":0},{""lat"":32.228822384925536,""lon"":116.96490172441156,""col"":0,""row"":0},{""lat"":32.22982238492554,""lon"":116.96490172441156,""col"":0,""row"":0},{""lat"":32.22982238492554,""lon"":116.96390172441156,""col"":0,""row"":0}]",VERY LOW,_,SatConst1,_,EO,0.76167,0.85929,0.51079,"[""4c9d82da-66a6-45c1-98b2-5c78c583dc5e""]",https://images.host.local/prefix/6ae31bab-924a-4cde-9ead-b755702489f3,9d5ac045-cca8-4ab3-b0ba-cdd3166524b7
2684bbcc-ca3b-4676-8c7a-3c9d940c043f,13.756041717808603,126.95968516545456,2024-01-23T05:49:17Z,Tank,Vehicle,Vehicle,0.45663,U,_,_,"[{""lat"":13.755541717808603,""lon"":126.95918516545456,""col"":0,""row"":0},{""lat"":13.755541717808603,""lon"":126.96018516545456,""col"":0,""row"":0},{""lat"":13.756541717808604,""lon"":126.96018516545456,""col"":0,""row"":0},{""lat"":13.756541717808604,""lon"":126.95918516545456,""col"":0,""row"":0}]",HIGH,_,SatConst1,_,EO,0.45550,0.26634,0.90049,"[""14865d0e-6ebf-41f9-ba7e-0024da8b8b7e""]",https://images.host.local/prefix/285a6a26-07c9-4cba-a8bb-94e23e8b9432,ebfc7b28-0de9-4b1b-902a-9751f83cfc69
dfd36282-2fd3-4586-b85c-a182769e82d2,35.369343900011515,142.04604061023355,2024-01-26T06:15:07Z,Tank,Vehicle,Vehicle,0.73994,CUI,_,_,"[{""lat"":35.36884390001151,""lon"":142.04554061023356,""col"":0,""row"":0},{""lat"":35.36884390001151,""lon"":142.04654061023354,""col"":0,""row"":0},{""lat"":35.36984390001152,""lon"":142.04654061023354,""col"":0,""row"":0},{""lat"":35.36984390001152,""lon"":142.04554061023356,""col"":0,""row"":0}]",HIGH,_,SatConst2,_,EO,0.19155,0.98441,0.47146,"[""a65830dd-9c69-41ed-a99c-0b7ec2c7a2d3""]",https://images.host.local/prefix/905b300e-2dbc-4ccc-9904-7d93d962dd79,cefec97f-6260-4bce-b469-8898ed9d04af
e27e83aa-0131-4832-b821-ad5bb7970b6d,47.375420235846875,141.82870935248158,2024-01-26T01:15:43Z,Surface Vessel,Vehicle,Vehicle,0.08503,U,_,_,"[{""lat"":47.37492023584687,""lon"":141.8282093524816,""col"":0,""row"":0},{""lat"":47.37492023584687,""lon"":141.82920935248157,""col"":0,""row"":0},{""lat"":47.37592023584688,""lon"":141.82920935248157,""col"":0,""row"":0},{""lat"":47.37592023584688,""lon"":141.8282093524816,""col"":0,""row"":0}]",LOW,_,SatConst2,_,EO,0.57290,0.64404,0.80584,"[""111451d1-6e1b-49e9-9d46-665308e71ae3""]",https://images.host.local/prefix/1d775d57-4f1a-4876-a248-1bcb307daf4a,cbdf6dc2-0e77-403e-b3ca-faa45a91d32d
f5d5e92f-652e-4125-8d2c-8a9d4f0f1e6e,30.988038515138815,136.05724384710314,2024-01-31T21:30:55Z,Tank,Vehicle,Vehicle,0.53621,CUI,_,_,"[{""lat"":30.987538515138816,""lon"":136.05674384710315,""col"":0,""row"":0},{""lat"":30.987538515138816,""lon"":136.05774384710313,""col"":0,""row"":0},{""lat"":30.988538515138814,""lon"":136.05774384710313,""col"":0,""row"":0},{""lat"":30.988538515138814,""lon"":136.05674384710315,""col"":0,""row"":0}]",LOW,_,SatConst2,_,EO,0.09635,0.96005,0.52349,"[""9a0a56f9-c9bc-4710-a16e-5d7d7bb9d2cd""]",https://images.host.local/prefix/1e8f568a-be72-4978-ae88-da0110aa7913,5d193740-b615-4cd9-af94-1540ca899b2e
c9b75920-ae88-49f4-b64e-7ac162a5b397,12.011329471390159,144.25228839740294,2024-01-23T13:58:41Z,Ground Motor Vehicle,Vehicle,Vehicle,0.80392,CUI,_,_,"[{""lat"":12.010829471390158,""lon"":144.25178839740295,""col"":0,""row"":0},{""lat"":12.010829471390158,""lon"":144.25278839740292,""col"":0,""row"":0},{""lat"":12.01182947139016,""lon"":144.25278839740292,""col"":0,""row"":0},{""lat"":12.01182947139016,""lon"":144.25178839740295,""col"":0,""row"":0}]",MEDIUM,_,SatConst2,_,EO,0.84971,0.21542,0.40812,"[""5711ffaf-b82a-4efa-b459-81749c2e98c8""]",https://images.host.local/prefix/32959738-c75a-4dd6-818f-5cd6e4254dbc,2800c2fc-68df-4206-8028-ecacf806b35d
c009d837-b1e9-4947-acf4-6688730cd414,34.55464498142695,122.13180361889279,2024-01-23T11:45:32Z,Bomber Aircraft,Vehicle,Vehicle,0.53903,CUI,_,_,"[{""lat"":34.554144981426944,""lon"":122.13130361889279,""col"":0,""row"":0},{""lat"":34.554144981426944,""lon"":122.13230361889279,""col"":0,""row"":0},{""lat"":34.55514498142695,""lon"":122.13230361889279,""col"":0,""row"":0},{""lat"":34.55514498142695,""lon"":122.13130361889279,""col"":0,""row"":0}]",HIGH,_,SatConst1,_,EO,0.48202,0.45528,0.60529,"[""c3af83d3-77b1-48df-8873-1c0e46d97674""]",https://images.host.local/prefix/aa9c4269-5e1b-45a6-8ae6-00e6917df556,b33ba4e0-c7d2-4656-a4fc-a0bfcd4a9458
a8af67fd-1c23-4b65-ad66-0c1c56afe139,28.8245398843027,138.59909788958765,2024-01-30T03:24:55Z,Bomber Aircraft,Vehicle,Vehicle,0.46612,CUI,_,_,"[{""lat"":28.8240398843027,""lon"":138.59859788958767,""col"":0,""row"":0},{""lat"":28.8240398843027,""lon"":138.59959788958764,""col"":0,""row"":0},{""lat"":28.825039884302697,""lon"":138.59959788958764,""col"":0,""row"":0},{""lat"":28.825039884302697,""lon"":138.59859788958767,""col"":0,""row"":0}]",HIGH,_,SatConst1,_,EO,0.15146,0.35292,0.73422,"[""b4272f2f-4ac3-4e77-beab-b93cbe2aad92""]",https://images.host.local/prefix/13869e1c-b931-40aa-8eb8-cd941c66863e,c90e4803-8eae-485a-bb9a-eef821c36214
78816d68-05a4-474c-81f4-1fdf93bbdeca,30.5887802597401,132.3668900403937,2024-01-15T13:04:22Z,Bomber Aircraft,Vehicle,Vehicle,0.03353,CUI,_,_,"[{""lat"":30.588280259740102,""lon"":132.36639004039372,""col"":0,""row"":0},{""lat"":30.588280259740102,""lon"":132.3673900403937,""col"":0,""row"":0},{""lat"":30.5892802597401,""lon"":132.3673900403937,""col"":0,""row"":0},{""lat"":30.5892802597401,""lon"":132.36639004039372,""col"":0,""row"":0}]",MEDIUM,_,SatConst3,_,EO,0.86103,0.81731,0.82919,"[""359e5fce-816f-49b9-8b65-3f7f1fb13e58""]",https://images.host.local/prefix/73139ce6-155b-409b-bc2f-d5334f7578e1,cf3b15b2-4f1e-450a-8889-0fd23b8d8a18
0be384f1-7244-4406-9a03-44a2e40cf9cc,29.583789308502155,118.20406019303219,2024-01-18T08:33:54Z,Bomber Aircraft,Vehicle,Vehicle,0.56359,U,_,_,"[{""lat"":29.583289308502156,""lon"":118.20356019303219,""col"":0,""row"":0},{""lat"":29.583289308502156,""lon"":118.2045601930322,""col"":0,""row"":0},{""lat"":29.584289308502154,""lon"":118.2045601930322,""col"":0,""row"":0},{""lat"":29.584289308502154,""lon"":118.20356019303219,""col"":0,""row"":0}]",LOW,_,SatConst2,_,EO,0.50310,0.33727,0.08255,"[""dd6f23a3-95ca-4179-b481-465d99f1bb6f""]",https://images.host.local/prefix/2850d802-45d9-4de4-ba9e-1300138ace45,5a642f7f-df10-4b17-abfc-e9fd5bde4b68
91928aae-9947-4cc0-ae4c-da1392913f46,48.51000206374417,113.71785955495086,2024-01-07T17:55:03Z,Surface Vessel,Vehicle,Vehicle,0.79231,U,_,_,"[{""lat"":48.509502063744165,""lon"":113.71735955495086,""col"":0,""row"":0},{""lat"":48.509502063744165,""lon"":113.71835955495087,""col"":0,""row"":0},{""lat"":48.51050206374417,""lon"":113.71835955495087,""col"":0,""row"":0},{""lat"":48.51050206374417,""lon"":113.71735955495086,""col"":0,""row"":0}]",HIGH,_,SatConst3,_,EO,0.60947,0.91486,0.36807,"[""4f339973-18c3-4c06-b26e-10b98e4a5be6""]",https://images.host.local/prefix/cea3b206-49ac-4aef-bdee-20710e7ea109,10a4982c-a150-4b93-ad52-ddd733753c98
d7093ea6-0657-43ef-81a3-762cf7cd5fb3,36.58522684637538,140.89204921944497,2024-01-01T16:54:41Z,Tank,Vehicle,Vehicle,0.50705,CUI,_,_,"[{""lat"":36.584726846375375,""lon"":140.89154921944498,""col"":0,""row"":0},{""lat"":36.584726846375375,""lon"":140.89254921944496,""col"":0,""row"":0},{""lat"":36.58572684637538,""lon"":140.89254921944496,""col"":0,""row"":0},{""lat"":36.58572684637538,""lon"":140.89154921944498,""col"":0,""row"":0}]",HIGH,_,SatConst2,_,EO,0.53550,0.79176,0.89485,"[""ec5ede81-43dc-42ad-9fa0-2eb12eadab34""]",https://images.host.local/prefix/d6a088e5-3cda-4898-a9ea-e92466086332,92122b76-5c7f-42a5-ba78-7a84388c4ca7
fa825954-92df-4441-8ffe-d076dcc3ff52,16.791576916204956,141.62251866345224,2024-01-24T09:21:31Z,Bomber Aircraft,Vehicle,Vehicle,0.53795,U,_,_,"[{""lat"":16.791076916204958,""lon"":141.62201866345225,""col"":0,""row"":0},{""lat"":16.791076916204958,""lon"":141.62301866345223,""col"":0,""row"":0},{""lat"":16.792076916204955,""lon"":141.62301866345223,""col"":0,""row"":0},{""lat"":16.792076916204955,""lon"":141.62201866345225,""col"":0,""row"":0}]",MEDIUM,_,SatConst1,_,EO,0.44590,0.07897,0.84346,"[""2b6f8c18-3ffd-4809-ac57-36fdf204b51f""]",https://images.host.local/prefix/cd1a88c9-f80e-4910-b4b6-59902f45e427,c9dc6d32-81cf-49db-a3ec-a03720b5229b
0b3ddbe7-295c-48a8-a01a-f1f54aae6399,48.16188213691531,120.33149729745145,2024-01-11T20:52:05Z,Tank,Vehicle,Vehicle,0.61338,U,_,_,"[{""lat"":48.16138213691531,""lon"":120.33099729745145,""col"":0,""row"":0},{""lat"":48.16138213691531,""lon"":120.33199729745145,""col"":0,""row"":0},{""lat"":48.16238213691531,""lon"":120.33199729745145,""col"":0,""row"":0},{""lat"":48.16238213691531,""lon"":120.33099729745145,""col"":0,""row"":0}]",MEDIUM,_,SatConst1,_,EO,0.23039,0.72193,0.40755,"[""e6a5fc0c-8bbb-42d9-9329-f678adfab006""]",https://images.host.local/prefix/8e3a4e02-3af1-4810-bebb-30ff411aad70,e571b780-f77f-4277-a6db-a64602514fbe
4a30f8fb-c4ce-488b-8f0e-75f29c7094f5,17.020109035934432,143.49315557202618,2024-01-07T08:24:44Z,Tank,Vehicle,Vehicle,0.92241,CUI,_,_,"[{""lat"":17.019609035934433,""lon"":143.4926555720262,""col"":0,""row"":0},{""lat"":17.019609035934433,""lon"":143.49365557202617,""col"":0,""row"":0},{""lat"":17.02060903593443,""lon"":143.49365557202617,""col"":0,""row"":0},{""lat"":17.02060903593443,""lon"":143.4926555720262,""col"":0,""row"":0}]",MEDIUM,_,SatConst1,_,EO,0.63952,0.56427,0.58444,"[""60ab0189-ba20-4dfa-b531-c66b6948258b""]",https://images.host.local/prefix/ac97a86f-2cd8-4d0c-9cf8-f8656f24ce7c,35277349-459b-40a4-a819-374509a5dc53
16fb51bb-ab27-4446-be55-6c6a377b5c68,11.241842171073525,119.91611340384779,2024-01-23T22:39:42Z,Tank,Vehicle,Vehicle,0.44852,U,_,_,"[{""lat"":11.241342171073525,""lon"":119.91561340384779,""col"":0,""row"":0},{""lat"":11.241342171073525,""lon"":119.91661340384779,""col"":0,""row"":0},{""lat"":11.242342171073526,""lon"":119.91661340384779,""col"":0,""row"":0},{""lat"":11.242342171073526,""lon"":119.91561340384779,""col"":0,""row"":0}]",HIGH,_,SatConst2,_,EO,0.26889,0.83233,0.97568,"[""a7ea4be3-c8ba-47a1-929a-61728dd29a8c""]",https://images.host.local/prefix/2e2d684c-b495-47a4-aa2d-135da2ee7fc8,c2eb2fcc-f0d1-4a54-8b96-981d7286c813
43aceebc-05ae-43d6-8820-2931198a1eac,12.613738104457509,128.6423268811479,2024-01-12T09:05:48Z,Surface Vessel,Vehicle,Vehicle,0.06309,CUI,_,_,"[{""lat"":12.613238104457508,""lon"":128.64182688114792,""col"":0,""row"":0},{""lat"":12.613238104457508,""lon"":128.6428268811479,""col"":0,""row"":0},{""lat"":12.61423810445751,""lon"":128.6428268811479,""col"":0,""row"":0},{""lat"":12.61423810445751,""lon"":128.64182688114792,""col"":0,""row"":0}]",HIGH,_,SatConst2,_,EO,0.84681,0.13982,0.06130,"[""81e6e4c8-0874-43f9-b188-5df7d6b61bdb""]",https://images.host.local/prefix/c70d89ef-fe96-4ac2-b1d2-1bb85323e8fd,9e37cf10-d12f-43cf-9c5a-482cfb3a276d
9b904fa8-86d3-4447-a831-6d8e375ded52,45.650106744736036,140.1686721713312,2024-01-10T16:54:50Z,Airplane,Vehicle,Vehicle,0.09449,U,_,_,"[{""lat"":45.64960674473603,""lon"":140.1681721713312,""col"":0,""row"":0},{""lat"":45.64960674473603,""lon"":140.16917217133118,""col"":0,""row"":0},{""lat"":45.65060674473604,""lon"":140.16917217133118,""col"":0,""row"":0},{""lat"":45.65060674473604,""lon"":140.1681721713312,""col"":0,""row"":0}]",HIGH,_,SatConst2,_,EO,0.39066,0.26931,0.18363,"[""dd84dd94-c1d5-492c-838d-7d73a40c3d90""]",https://images.host.local/prefix/1420f831-60b0-4063-8768-752344eaa3d1,42a031fe-39b7-42ed-8e4b-4b7fff7ac71d
ad54ecc3-9873-41d8-9396-d72fad6fdc8f,31.32162229532722,114.89236773525074,2024-01-05T19:36:32Z,Airplane,Vehicle,Vehicle,0.82947,CUI,_,_,"[{""lat"":31.32112229532722,""lon"":114.89186773525074,""col"":0,""row"":0},{""lat"":31.32112229532722,""lon"":114.89286773525075,""col"":0,""row"":0},{""lat"":31.32212229532722,""lon"":114.89286773525075,""col"":0,""row"":0},{""lat"":31.32212229532722,""lon"":114.89186773525074,""col"":0,""row"":0}]",HIGH,_,SatConst3,_,EO,0.48214,0.00096,0.36879,"[""b9bafe02-36f7-4953-9bd0-4dcdc3fee10d""]",https://images.host.local/prefix/27d2fcc6-c391-49ab-b2a4-6c50ef3a8533,6f0b7691-a012-44e8-8c59-07347473e65e
ee3b9b67-bc4f-41a4-b19d-11cf2a71a33b,31.488302762364864,114.50103667394302,2024-01-16T12:07:14Z,Tank,Vehicle,Vehicle,0.71053,U,_,_,"[{""lat"":31.487802762364865,""lon"":114.50053667394302,""col"":0,""row"":0},{""lat"":31.487802762364865,""lon"":114.50153667394302,""col"":0,""row"":0},{""lat"":31.488802762364863,""lon"":114.50153667394302,""col"":0,""row"":0},{""lat"":31.488802762364863,""lon"":114.50053667394302,""col"":0,""row"":0}]",MEDIUM,_,SatConst1,_,EO,0.52339,0.23151,0.37840,"[""f3eaab97-045f-4515-93a5-396a3c91ef27""]",https://images.host.local/prefix/ca7a40c5-d5ee-45ac-9c8c-2c801962e6e1,924e5562-703c-4047-9387-fb4045b37828
4bbaf1c6-bbd6-486d-b2ab-394d71eb61a8,43.78551135230208,133.151744933831,2024-01-09T01:26:42Z,Tank,Vehicle,Vehicle,0.10233,CUI,_,_,"[{""lat"":43.78501135230208,""lon"":133.151244933831,""col"":0,""row"":0},{""lat"":43.78501135230208,""lon"":133.15224493383099,""col"":0,""row"":0},{""lat"":43.78601135230208,""lon"":133.15224493383099,""col"":0,""row"":0},{""lat"":43.78601135230208,""lon"":133.151244933831,""col"":0,""row"":0}]",LOW,_,SatConst3,_,EO,0.90291,0.48080,0.86576,"[""7bc232fc-6954-4997-b242-cbd291e7c80f""]",https://images.host.local/prefix/06f4140b-684c-4b70-a6ed-cf2b6511563c,982a9942-dc05-4143-9bad-dc49e9fe46fb
5b99a653-3724-4542-8053-236c57f2cbaf,12.8943204799123,126.58457930077788,2024-01-31T20:43:40Z,Surface Vessel,Vehicle,Vehicle,0.90479,U,_,_,"[{""lat"":12.8938204799123,""lon"":126.58407930077787,""col"":0,""row"":0},{""lat"":12.8938204799123,""lon"":126.58507930077788,""col"":0,""row"":0},{""lat"":12.894820479912301,""lon"":126.58507930077788,""col"":0,""row"":0},{""lat"":12.894820479912301,""lon"":126.58407930077787,""col"":0,""row"":0}]",HIGH,_,SatConst2,_,EO,0.34778,0.88026,0.84600,"[""62d42025-7ec4-4500-bf32-e7a560f042e1""]",https://images.host.local/prefix/00c46d2f-f368-4c62-aef2-4418c929ab4b,22ee3c33-8032-47c9-a5ab-5524de27992c
7e31bf07-36af-4c83-b59d-85319307cd57,34.78091189427682,125.01334192324357,2024-01-29T21:16:23Z,Tank,Vehicle,Vehicle,0.18504,U,_,_,"[{""lat"":34.78041189427682,""lon"":125.01284192324357,""col"":0,""row"":0},{""lat"":34.78041189427682,""lon"":125.01384192324358,""col"":0,""row"":0},{""lat"":34.78141189427682,""lon"":125.01384192324358,""col"":0,""row"":0},{""lat"":34.78141189427682,""lon"":125.01284192324357,""col"":0,""row"":0}]",MEDIUM,_,SatConst1,_,EO,0.73572,0.51012,0.72230,"[""88cff0e6-6e4b-4056-af1d-4b0bdef24d1b""]",https://images.host.local/prefix/6fedacb6-5858-4e7d-918d-d156434c8d6b,dcf99f2a-0e35-4ee7-9f23-d915960aa5db
aea9040e-9d2a-4e1f-b2fb-cd45380ada95,43.95786011559369,124.03580467502633,2024-01-04T12:01:34Z,Tank,Vehicle,Vehicle,0.28253,CUI,_,_,"[{""lat"":43.95736011559369,""lon"":124.03530467502632,""col"":0,""row"":0},{""lat"":43.95736011559369,""lon"":124.03630467502633,""col"":0,""row"":0},{""lat"":43.95836011559369,""lon"":124.03630467502633,""col"":0,""row"":0},{""lat"":43.95836011559369,""lon"":124.03530467502632,""col"":0,""row"":0}]",VERY LOW,_,SatConst1,_,EO,0.32010,0.70117,0.11380,"[""75448d44-c241-40fd-b388-94b276502750""]",https://images.host.local/prefix/9f699e5b-90e1-4178-8b58-ba559375dcb4,b9a706ac-b840-47d9-b30d-4b684f7b2847
